NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;5;1;6;5;58468;100;3;100;
30;5;1;6;5;58468;100;5;100;
30;5;1;6;5;58468;100;1;100;
30;5;1;6;1;6;100;4;56;
30;5;1;6;4;7473;100;3;100;
30;5;1;6;2;86;100;0;100;
30;5;1;6;4;7473;100;1;100;
30;5;1;6;2;86;100;2;100;
30;5;1;6;5;58468;100;2;100;
30;5;1;6;5;58468;100;4;100;
30;5;1;6;5;58468;100;0;100;
30;5;1;6;3;859;100;4;100;
30;5;1;6;2;86;100;1;100;
30;5;1;6;3;859;100;0;100;
30;5;1;6;2;86;100;5;100;
30;5;1;6;4;7473;100;2;100;
30;5;1;6;4;7473;100;0;100;
30;5;1;6;3;859;100;5;100;
30;5;1;6;1;6;100;0;100;
30;5;1;6;3;859;100;2;100;
30;5;1;6;3;859;100;3;100;
30;5;1;6;1;6;100;3;52;
30;5;1;6;1;6;100;5;45;
30;5;1;6;1;6;100;2;73;
30;5;1;6;2;86;100;3;100;
30;5;1;6;1;6;100;1;89;
30;5;1;6;3;859;100;1;100;
30;5;1;6;4;7473;100;5;100;
30;5;1;6;4;7473;100;4;100;
30;5;1;6;2;86;100;4;100;
